ID,Upvotes
75316,16.6
3824,11.1
438075,3.2
160250,94.9
380340,5.8
352801,188.7
434035,3587.1
149361,1403.7
204152,127.5
369459,100.1
351015,234930.9
305068,16.6
85319,1.0
27745,58.5
37261,10.5
368918,6.0
337189,4.1
3327,4.2
133421,38.9
30437,17.4
303572,1202.8
136054,405.5
312527,15.9
370874,48.5
140592,29.2
377841,307.4
71778,29.7
199950,12.8
190852,19.7
67830,19.3
208455,189.2
462157,21.7
228701,42.2
329939,250.5
440520,21.9
367764,45.1
127480,14.3
186438,33.4
200433,5.9
200134,40.3
275380,229.9
99675,61.1
307262,9.0
354584,68.3
402847,25.3
90838,1.9
152632,41.9
319489,220.2
270904,332.6
107095,212.1
338868,149.1
372699,21.3
443059,2.6
430108,255.5
165124,1.5
377542,233.9
399562,90.3
111046,18.9
174685,35.8
391584,24.7
174366,2.4
278958,6.1
115864,7.9
361314,2.6
421516,12.4
438082,26.3
100374,33.7
406729,6.5
220801,7.7
416422,15.6
211886,5.2
310911,746.6
267518,46.4
280059,275.9
366682,1.6
67621,36.5
192871,107.7
138413,4.7
119620,59.5
11743,74.8
428813,38.8
24097,512.2
196073,3.5
218231,21.3
22956,1016.1
384151,5.0
283952,263.8
39085,13.5
2991,14.1
171726,13.3
252146,95.1
324628,11.1
72747,0.8
302444,12.0
10388,53.2
354884,196.7
288553,25.0
93869,6.4
108902,255.9
22811,51.5
384417,382.1
238460,272.9
23802,20.5
422280,14.3
325172,120.8
172020,11.5
187953,4.1
188192,15.4
330904,9.2
284767,64.1
205553,7.3
168767,10.4
162077,41.8
133451,11.8
93947,5.8
428947,301.4
83780,112.6
439983,47.4
440957,34.5
279138,5.6
186943,1517.1
308365,70.5
19830,293.7
161385,11.4
290337,830.3
88664,610.2
54460,22.8
339332,16.1
168175,39.0
395119,75.8
189326,81.7
451957,393.5
38900,36.4
270094,9.8
18850,421.2
248185,22.3
436096,46.9
252096,6.1
401352,34.8
137528,26.2
463563,84.5
348067,678.2
225666,20.8
116407,29.1
195060,143.5
285841,10.7
3742,25.4
382299,2.7
198550,43.4
343916,12.5
163262,121.9
125884,40.2
97581,158.0
274997,272.5
239207,122.9
130824,743.6
45382,387.0
401828,258.0
382751,65.4
95025,54.8
107932,9.5
263896,22.0
384260,20.8
139494,28.1
156849,94.3
24318,85.2
370014,8.3
138088,279.9
459053,457.7
221251,4.1
349113,24.3
340987,10.6
457374,462.3
400443,74.5
62920,15.1
178234,32.9
253174,105.9
230748,3.2
20459,1.2
212486,10.9
267172,378.9
253230,20.4
336004,8.0
102400,60.6
371546,2972.4
312746,25.5
147182,11.1
111255,29.0
430362,3.0
78582,22.8
179489,32.8
162205,27.2
279719,17.6
273756,3696.3
217540,33.6
59132,51.9
4009,39.2
416917,2331.9
242710,14.6
131075,48.9
274995,43.9
272967,3.2
253851,3.333333333333333
20358,20.5
418242,94.2
134444,1388.7
257745,238.9
245057,41.9
410087,10.4
152121,1158.8
43641,9.2
453796,503.7
223879,6.5
351122,603.9
464067,1413.6
350083,181.7
79277,11.5
108719,62.9
453212,715.5
412138,121.4
124647,58.3
144036,3155.1
264360,1.7
389625,76.4
361215,5.4
78676,82.0
13014,33.7
469938,579.0
99080,463.0
275602,167.1
76205,258.0
248030,72.1
160464,68.3
217583,45.3
382988,46.6
176349,3.8
288133,33.0
334544,392.1
239481,46.0
358651,34.9
222577,7.2
249716,30.2
142936,6.8
58428,8.4
455377,1460.9
218295,77.3
232636,22.1
133591,7.6
72677,230.9
69364,147.5
78826,73.5
168471,832.5
453053,60.8
61703,264.6
275694,11.6
268511,9.7
5672,55.6
14332,1.4
40515,27.6
200927,18.3
205809,62.2
139471,54.5
240216,127.6
20713,87.2
115712,1203.1
403403,86.5
182073,3.8
372698,112.3
78718,60.3
417253,2.9
72328,504.7
395449,1.4
457430,35.6
433971,4.5
223854,27.3
389996,33.5
81076,4.4
450794,2.5
36684,17.4
261673,11.4
193042,126.2
31575,142.8
118716,8.1
471417,30.1
357501,22.7
23711,79.6
306463,57.1
375815,229.9
265063,183.8
21040,5.1
313742,20.7
189971,407.1
465651,31.5
457228,1.8
264416,12121.8
141028,60.7
223165,31.0
309747,761.8
31744,24.4
122012,116.4
364994,15.0
28910,38.3
453067,117.3
344159,21.8
406670,40.3
363709,345.3
278656,35.1
283676,160.3
35545,57.9
260236,2.0
192123,12.8
92604,18.2
55200,2.4
396999,161.5
421656,24.2
356745,22.0
326123,133.1
275406,295.9
38468,20.6
456363,58.7
219808,72.3
288518,17.7
200737,1184.5
268204,5.8
333629,3.3
147992,52.6
345452,124.9
141766,4.9
211660,31.7
202232,3.6
271731,5.7
319163,53.8
160884,489.4
218894,27.9
52247,1521.4
161708,9.6
187248,80.2
89364,17.6
154907,102.5
402253,7.1
150443,16.1
277332,9.2
446040,33.6
41219,44.3
2605,3.0
111997,140.8
163360,13.8
15766,9.0
73892,18.2
157157,24.3
443300,48.5
59200,5.1
204424,37.7
206561,117.7
422150,12.2
155171,77.8
236699,538.0
286932,100.8
104563,14.3
463437,299.9
54353,123.5
49746,6.3
275795,7.5
358546,4.4
136494,2.4
81280,74.1
457013,13.2
374254,10.5
214852,47.6
65323,202.5
158330,48.6
321791,53.4
355143,28.0
412349,78.9
85821,135.9
270726,40.7
99867,15.9
21754,22.1
29745,12.6
291222,29.6
444941,292.3
246522,52.8
217239,410.9
47577,59.2
270686,2.7
242875,876.5
229015,32.7
24659,8596.7
230076,36.9
201890,17.1
112052,69.7
148229,22.7
89925,45.9
78685,8.3
462934,26.2
285452,380.7
461218,18.6
418196,78.0
411997,2.3
48567,16.4
144332,327.0
292877,19.7
241049,16.8
6780,16.9
237162,74.0
235247,41.3
86510,64.3
249602,14.6
426689,13.6
570,32.5
206887,115.2
17865,16.0
39029,1.3
420914,174.8
408775,11816.7
206448,163.4
44034,19.8
406509,21.6
459605,199.3
321388,87.1
140562,23.9
175017,491.6
152710,14.7
62027,278.5
150584,38.3
150157,395.8
207687,121.0
117279,119.7
402733,8.3
128222,19.4
229165,2406.9
422855,860.8
37204,250.9
155538,23.3
13050,5.6
109631,391.4
459909,28.0
69179,113.3
279689,20.5
454972,359.3
363010,218.4
389170,39.9
212885,43.4
203956,33.0
413258,49.0
229263,13.9
382695,26.1
37888,20.9
461660,31.9
165254,31.3
296767,7.4
215540,57.5
158406,28.8
152415,4.6
46258,52.7
178008,766.5
284450,173.0
420345,8.2
14226,0.8
131999,35.9
305628,946.1
470446,2.5
374215,25.7
463377,21.4
425680,7.3
239840,20.4
123761,8.0
48426,54.9
97092,91.6
30566,6.9
401804,4.9
459688,64.8
181107,35.0
361488,86.6
3080,25.8
120497,238.5
268158,10.4
238759,35.2
168634,33.8
126318,20.5
126708,15.0
455633,226.5
218516,88.2
433983,13.0
272564,105.6
189311,14.5
103684,43.9
240523,500.9
1655,662.9
156660,842.5
76055,99.4
118799,2.0
194476,57.2
179366,372.7
386597,1314.7
65045,126.4
371908,28.1
51075,180.3
389402,42.3
139026,198.5
138998,239.5
428565,108.0
60188,52.4
385379,260.0
132415,47.6
115963,37.6
317292,2.4
357167,112.7
91299,20.0
42826,19.8
329351,5.2
290717,85.8
45049,73.6
87129,87.2
309957,27.4
40525,20.9
273347,33.0
132295,1.2
397237,33.7
411528,24.7
417472,31.7
35487,260.4
51299,22.4
3043,76.5
7272,117.0
314497,10.7
283562,22.8
427611,13.2
254580,9.2
241600,41.8
302172,21.4
356918,119.6
98432,19.0
462804,29.8
380280,23.4
191195,4.4
245035,42.3
393373,4.6
176594,1381.0
30926,24.4
105194,25.5
144606,20.2
16922,251.3
78911,157.5
59362,205.5
321786,323.7
137201,246.1
373849,31.4
212418,340.8
286296,29.5
185190,87.5
386790,9.5
352926,144.5
199235,17.3
132176,5.7
268964,64.5
322171,19.4
182019,10.4
265572,2.6
73217,10.3
396977,44.6
239967,92.3
328777,530.1
228649,19.6
323169,3.1
82317,60.4
150408,68.7
166125,5.2
195305,54.5
44099,85.1
220710,61.7
295195,59.9
237150,20.2
47873,262.9
402883,6.9
397194,16.7
466972,12.0
209882,45.0
317206,2924.6
61424,198.7
81562,11.1
363431,20.2
48893,3.8
251471,70.0
278403,7.2
436041,35.1
21659,28.4
468244,35.2
145026,121.4
289805,127.8
238999,19.5
348187,569.0
22265,923.1
387279,0.7
258882,7.1
209152,191.2
446620,2561.7
453452,20.8
166825,66.6
17459,125.8
373055,309.5
236495,56.0
101426,86.6
228396,115.2
283887,134.6
8584,41.9
34580,167.9
129774,15.3
307677,1037.8
61025,4.8
250750,14.6
136453,15.8
391143,1318.4
269044,2153.3
25161,33.5
402328,41.3
100014,17.5
254757,83.1
468759,3337.7
460019,91.1
182402,19.4
55837,7.7
155494,4228.7
88813,235.6
20345,12.1
5802,21.0
416767,38.1
222008,7.9
201334,1.9
74774,192.1
74139,141.5
143525,909.9
210873,13.0
109805,33.9
105593,9.1
176414,36.4
50439,20.3
259991,57.9
156422,8.4
32595,17.3
4112,81.9
225057,49.9
70885,111.6
376987,5.9
248644,80.2
277076,110.7
398086,30.6
332387,130.2
463867,152.1
5476,10.6
248540,82.6
160310,115.6
137352,6.5
45341,58.0
142314,53.2
94934,3.6
347770,40.4
133869,387.1
330309,4.8
154411,14.2
273630,4.4
423524,73.6
197383,105.8
74039,9.5
283860,43.7
372000,1365.6
389328,68.2
422092,22.4
301848,31.7
332838,382.3
281080,42.6
3075,51.0
92388,92.8
182968,15.6
357488,132.6
294434,16.4
197140,35.8
247223,18.0
53381,647.6
60528,126.5
405242,3.1
168252,77.0
218547,38.7
63063,59.1
378166,87.8
321582,2.5
262309,111.7
131448,30.9
338414,96.2
165836,21.2
12732,575.7
5309,8.3
313455,30.0
2873,465.6
428914,35.8
75441,17.3
114969,7.5
445435,54.5
144308,193.5
458328,53.8
85411,148.0
423014,16.4
176888,9.9
368323,8.2
114871,5.5
281190,51.8
270210,226.5
19791,16.6
180479,61.6
201939,24.0
267331,48.6
106254,176.1
23788,7.0
312243,53.5
179060,1.5
258189,69.9
265093,15.6
157073,2.7
455239,23.8
423301,5.4
419516,359.9
31089,23.6
247863,57.3
268838,2002.2
31350,4.5
164587,45.0
419100,433.4
76880,8.4
127107,5.1
360295,57.7
347054,59.7
300960,25.7
457705,21.2
155716,1184.1
305682,61.1
350169,9.1
344350,247.0
464117,8.0
84160,65.4
220288,8.9
438010,10.5
349731,9840.1
190179,28.9
152387,62.3
422617,391.4
317117,9.9
389334,5.9
454331,31.1
378999,316.1
469651,25.6
261586,32.7
439990,36.8
57272,4.4
178855,294.7
250944,165.5
429797,23.2
418533,10.0
186360,558.1
305261,15.2
285695,37.9
368277,9.5
287290,24.6
303577,216.1
103923,250.4
365477,179.6
425023,7267.8
20466,4.6
76368,28.9
167646,16.0
345260,80.2
423542,150.9
173487,6.0
17568,10.3
335512,13.6
349562,1191.9
32858,7.5
379393,493.7
333405,19.3
83785,36.8
85018,94.9
140095,15.5
461823,3.7
183053,268.4
450737,21.0
295029,63.2
328650,567.1
329866,208.4
404747,13.8
47826,14.9
300651,7.2
119932,6.7
433993,137.6
306875,1.1
230750,118.8
19524,39.3
386054,36.8
434523,13.4
427590,24.2
189108,104.9
392935,1142.5
367214,24.8
307842,81.0
186617,6.7
240388,2.6
11830,12.6
181100,372.1
174867,65.1
1206,8.6
78642,441.8
66702,15.7
446342,31.3
376400,7.5
260675,296.6
37623,12.6
143440,6.8
247675,17.4
73242,3.8
418298,51.4
210129,1838.9
346618,34.9
277716,39.8
276859,57.4
238372,70.2
56259,37.4
38717,11.7
374379,32.6
231004,10.9
123366,47.4
231557,28.9
225828,7.6
403213,234.8
221766,4633.6
459275,32.7
401640,81.8
407953,13.6
33503,18.0
438684,53.6
227179,512.6
70988,2.9
279301,217.9
131188,9.7
384079,52.3
77014,1694.4
58021,15.0
362670,4.3
147129,22.3
191461,0.3
92822,1093.0
119305,6.5
87759,32.7
70697,415.2
450618,58.5
453744,239.7
74727,11.0
16212,116.2
99553,105.9
322053,12.9
402355,16.7
406574,14.9
294022,13.3
87592,12.0
272438,15.3
136834,790.9
188800,73.7
3741,1231.3
328521,594.5
282308,26.6
24685,55.7
268515,12.6
463903,13.4
24956,25.2
159959,19.8
363846,14.1
309096,22.8
261684,9.2
187115,10.6
276526,18.4
347430,636.4
85927,6.6
191460,19.3
343660,1437.9
333914,58.7
173077,7.1
79573,42.0
196177,3.9
108908,1512.2
387345,1005.5
51517,15.3
385206,60.7
96057,286.3
285953,3.0
95572,6.1
271242,40.8
298531,135.2
134182,28.2
146031,43.6
375670,57.5
192070,25.2
99964,424.9
460691,1361.5
82677,11.2
458909,14.7
101298,315.4
339249,5.2
440116,113.7
282299,113.7
18724,249.9
254972,56.4
74474,13.8
233552,100.3
437963,127.3
208273,4.9
208799,60.3
416153,13.8
200903,2.0
207547,430.5
171979,133.3
193755,8.3
243876,463.1
152009,12.4
7047,5.4
166684,2231.2
462199,3.6
416217,32.7
379924,16.6
201171,2.5
470615,8.6
225150,82.4
224636,57.1
305330,37.1
207637,16.2
240208,55.1
269763,2.9
332973,69.1
335452,61.1
318491,49.8
293714,422.0
343468,294.8
403309,13.7
330677,58.8
217342,27.8
413860,29.4
353277,194.5
47619,35.2
264698,193.8
188551,266.5
253885,37.4
200489,12.6
408067,15.1
377701,7.5
70463,8.7
432523,382.0
233187,75.1
144600,4.1
40549,54.7
240980,14.7
326736,29.3
338791,38.0
28235,400.5
326406,20.5
116534,131.5
322754,82.2
105213,2.3
156293,13.1
64605,173.2
378016,171.7
182043,34.5
38202,40.1
186685,2.3
59560,217.0
385587,10.2
239622,44.7
455758,136.1
379100,122.8
316591,3.2
450327,102.3
432034,162.0
454430,87.2
215328,36.4
222142,147.4
112924,40950.3
371130,19.1
430007,200.4
45092,37.1
237015,22.2
373606,8.0
345533,45.2
108847,46.7
325872,6.2
168764,9.1
425803,2193.6
261217,17.6
406135,2.9
177837,7.5
319951,304.5
652,0.9
17280,47.7
69923,28.5
295024,22.7
36474,102.2
270197,163.4
8045,425.6
444995,14385.3
220862,10.2
364818,153.2
172298,30.8
255546,405.4
38748,9.7
148340,202.4
321077,6.7
240385,12.8
346243,41.9
302439,14.7
1589,366.1
400091,64.6
143546,173.6
320267,141.5
6333,59.5
267388,60.0
145340,87.7
110717,25.2
338465,21.6
415060,59.6
266935,2.5
469224,7.7
221129,87.9
220969,11.3
43345,17.6
51198,30.9
256266,22.2
257034,13.0
458757,33.5
470045,21.0
329186,3.85
308862,51.9
426956,255.8
378776,58.0
194110,6946.1
462298,63.6
269833,663.6
3570,8.2
408490,7.6
271166,5.7
149148,181.3
274054,58.4
21699,4.3
235723,9.3
363187,17.5
439485,300.1
423435,225.6
457764,395.4
304427,90.6
176870,62.2
140390,29.8
89511,2176.1
105170,131.0
158977,51.5
464555,1.1
37388,54.6
104197,4.9
380266,203.8
107629,19.6
330467,42.9
217502,9.8
312894,8.1
253757,12.0
434813,12.6
405388,226.1
264409,69.8
167731,10.6
204292,6.5
349992,5.5
231,9.7
356972,10.4
245009,50.1
111589,197.8
160574,18.5
102943,8.2
347902,16.5
348502,54.6
56353,16.8
23254,2.0
326168,44.2
421605,22.5
318209,68.7
464322,59.4
169782,33.8
80036,29.1
101322,46.5
458288,52.0
434534,0.6
259243,35.0
308815,236.5
405336,56.2
445012,30.9
443383,125.7
132859,22.7
355811,0.8
32751,19.4
376824,2980.6
134893,22.5
322364,10.2
404268,3.2
104558,48.1
187339,538.1
142194,209.6
373083,4.1
376338,13.4
55630,1.6
189009,22.3
184122,4028.3
167050,33.1
447909,4.7
417098,5.5
144255,594.5
101997,49.6
162010,60.3
325389,354.1
368021,150.4
272724,764.2
340055,4.6
298240,74.0
111756,77.2
198562,12.4
212242,40.1
188658,98.4
468057,78.8
437388,102.1
243677,109.4
132597,44.5
34470,54.9
86970,4.2
420340,4.6
195683,8.9
85945,14.5
203219,151.9
282563,319.7
319075,36.8
141261,21.0
311690,1163.8
74113,60.4
398556,17.5
123170,14.5
285141,12.7
26619,2.7
226392,110.0
78849,88.6
408609,54.9
395453,583.4
417634,24.9
356996,63.4
70664,2.3
397427,17392.3
154107,68.7
390829,127.8
350022,8.6
446339,1398.2
399368,210.1
216387,8.5
110821,93.6
404475,232.7
423735,90.1
48718,52.9
75709,13.9
4654,77.9
397695,163.6
8785,7.9
432736,59.7
367292,20.7
120227,4.9
33627,80.5
254460,18.8
129369,310.3
191094,13.0
352108,58.4
194238,36.9
287938,6.6
149912,9127.6
241957,11.5
317368,27.0
137423,3.9
115008,53.6
374487,1225.7
178029,95.8
221123,36.3
55374,16.9
335503,57.0
266787,7.0
221984,18.7
56729,0.3
256845,135.6
451320,21.2
408705,3.6
304717,26.3
322104,24.8
103443,141.2
122244,3.6
303140,1.4
108660,42.4
411757,51.3
365967,143.7
230439,63.6
283505,253.9
215278,60.6
302828,323.7
454304,90.2
72971,24.0
342305,9.7
245192,34.6
409931,19.1
363475,88.8
235265,70.0
252189,141.5
151840,11.5
304774,13.3
154165,2.5
261364,15.1
205106,35.4
411282,59.9
123533,94.4
431217,10.1
449770,360.2
374589,4.5
376741,23.2
262801,415.4
272003,6.7
401862,50.8
459723,11.3
146532,149.2
387292,4.2
297404,16.4
226593,67.2
133648,14.3
160852,1652.1
196113,16.7
205490,31.2
313950,3.5
402158,6.7
296179,5.8
106551,16.8
336378,135.2
340662,171.7
422806,125.6
189188,160.4
188545,47.5
236731,50.1
297670,25.8
2602,691.1
321994,5.0
170820,3.0
415657,173.6
33118,35.2
95240,24.1
140675,15.5
145879,40.9
190579,10.8
181588,10.6
61087,281.6
380608,2126.7
105084,13.8
34531,10.7
179805,17.2
340728,33.5
370962,324.4
94366,112.7
361963,8.5
427094,74.4
332836,18.8
317162,160.6
339234,32.3
4331,21.6
26273,40.6
24864,70.5
192603,14.7
367750,564.9
295569,225.6
468043,80.2
153875,56.7
279875,115.7
410128,15.9
86999,78.8
31570,452.9
164642,90.3
242728,23.6
429256,127.7
61767,192.0
26127,13.5
121040,2.0
290260,262.1
249142,179.8
147653,39.1
402607,3.7
359511,5.8
308180,13.2
50231,9.5
325669,56.6
161146,8.3
207247,32.7
252147,3.6
6179,772.3
266768,101.6
319347,2.5
276274,32.0
277973,32.6
57697,122.7
409152,518.3
463411,67.6
54176,33.7
139047,19.5
73429,4.1
67845,395.5
309490,94.0
455698,58.9
221653,110.4
251624,5.3
390080,4.2
60747,116.7
94343,39.6
381866,119.9
5502,34.9
86011,19.3
347515,4.0
193836,74.2
8552,19.4
396896,10.8
452760,8.5
136070,331.8
48312,4.9
136642,2.7
152013,17.6
13406,6.9
241127,66.8
168216,97.6
310316,31.6
12758,123.0
198717,69.7
277333,560.3
392973,24.9
208595,29.3
93593,66.8
237069,143.9
403014,63.4
271151,3.7
104591,1.4
12651,370.6
113551,38.0
376507,222.8
419180,51.7
134658,60.6
153539,2.6
59797,122.4
255977,19.5
192214,86.9
427052,2163.7
421967,110.8
177099,0.8
398460,10.9
109349,3.5
18965,105.5
115244,11.3
58462,7.9
61817,11.5
393212,99.7
228405,32.9
118437,19.9
408103,10.1
177558,32.9
291563,467.7
253281,16.2
144765,12.4
464867,98.6
55695,27.4
96979,193.0
274873,1.2
20482,5.1
128407,443.7
382078,52.0
315883,195.0
389546,63.6
465764,5.0
113917,65.9
332896,16.9
28555,4.4
198890,12.1
39336,35.0
145732,10.4
273886,8126.7
272715,37.1
85897,175.7
191614,32.3
12996,30.3
147124,250.9
51750,81.5
169393,34.7
103699,479.5
10944,7.7
212588,25.4
258560,238.3
225777,14.2
267092,13.0
21445,95.7
63567,4.0
131225,14.8
119787,0.8
119510,547.2
323317,1285.5
72613,399.9
404312,14.9
268262,0.5
324849,27.7
396357,8.2
71968,814.5
307655,4.4
372078,3.8
70922,106.4
396653,266.1
404817,23.4
430294,33.6
446195,18.6
371740,33.8
234328,9.4
453901,43.1
417919,117.7
13293,45.8
122929,44.8
61200,46.5
141938,127.7
383345,16.2
429221,82.9
348444,13.9
259350,52.3
43879,14.1
157905,17.9
95069,4.5
400348,71.2
267397,101.2
133417,47.3
103046,33.6
11513,17.3
446645,2479.0
329468,484.8
96174,54.8
374201,47.8
237910,48.4
262045,8.2
69504,12.5
412361,13871.6
254731,25.1
220928,24.4
356044,140.5
138516,1820.8
47340,58.5
72304,7.3
220637,348.0
155631,26.2
347922,63.9
211985,51.4
226489,187.4
211807,12.7
182988,13.9
72023,65.7
195932,29.4
218177,15.0
185166,9.1
57246,29.7
333985,25.7
202757,12.2
230846,6.9
46711,7.7
349370,34.9
403180,1047.7
437804,118.2
387368,141.6
235510,2.8
18685,55.8
112035,103.8
100252,802.2
277834,165.2
87868,29.6
360757,300.5
397942,24.9
178500,8.1
76288,138.8
247785,457.1
232763,21.8
469342,101.0
82319,370.8
446336,17.5
273591,107.0
27190,275.5
202657,41.2
147488,305.3
304258,60.3
334882,22.5
286186,192.2
274999,3.1
177553,10.6
118494,45.3
450378,16.4
333375,216.2
66983,57.3
295196,6.3
469498,463.5
145436,9.7
443438,63.0
228777,5.4
155870,110.2
276022,68.2
